Gene names (ordered locus ),comparison,mean_formate,mean_phosphate,log2FC,n_formate,n_phosphate,p_value,fdr
MMP0168,formate_vs_phosphate,-0.1992679009125067,-0.07353458424740862,-0.12573331666509807,10,9,0.6350364704135718,0.7931873155357256
MMP0961,formate_vs_phosphate,1.6169710780333677,1.9033775646233195,-0.2864064865899518,12,12,0.6398618365458368,0.7976862665925155
MMP1556,formate_vs_phosphate,0.3490144946085665,0.4876639645938261,-0.13864946998525962,12,12,0.643469967194219,0.798522012556769
MMP1546,formate_vs_phosphate,-0.5194306093486192,-0.3856258325055196,-0.1338047768430996,12,12,0.6437784636021191,0.798522012556769
MMP0572,formate_vs_phosphate,-0.48469439601663633,-0.5612304941753995,0.07653609815876317,12,12,0.6442064089031603,0.798522012556769
MMP1691,formate_vs_phosphate,-0.48685349834740094,-0.7856304871723527,0.2987769888249518,12,8,0.646622761466066,0.7993078445789237
MMP1714,formate_vs_phosphate,0.11779245231356508,0.27579062920807573,-0.15799817689451065,5,10,0.6472922422356928,0.7993078445789237
MMP0607,formate_vs_phosphate,0.1744554408045128,0.49340836968649904,-0.31895292888198623,6,4,0.6488636330314055,0.7996800012108252
MMP0274,formate_vs_phosphate,0.04297808599033429,-0.13870469630004958,0.18168278229038387,9,11,0.6500466267511309,0.7996800012108252
MMP1288,formate_vs_phosphate,0.3295105574198693,0.20342619338700654,0.12608436403286274,6,11,0.6531691717399096,0.8020080978802657
MMP1555,formate_vs_phosphate,0.7368461424317153,0.6174760160329621,0.11937012639875322,12,12,0.6566071800556498,0.8047140627749694
MMP0580,formate_vs_phosphate,0.1150606115162833,-0.15441326474018136,0.2694738762564647,7,4,0.6605888807996041,0.8052944218677954
MMP1183,formate_vs_phosphate,-0.27273949232488,-0.07505158102723107,-0.1976879112976489,4,10,0.6609120717498942,0.8052944218677954
MMP0816,formate_vs_phosphate,0.2802078288839099,0.13937654808679178,0.1408312807971181,11,11,0.6613669613045012,0.8052944218677954
MMP1275,formate_vs_phosphate,-0.616170143124527,-0.46690931438753647,-0.14926082873699054,10,11,0.6622362296487958,0.8052944218677954
MMP1047,formate_vs_phosphate,-0.3335526415115501,-0.25323974973635593,-0.08031289177519418,12,12,0.6651683301692385,0.8052944218677954
MMP1200,formate_vs_phosphate,-0.19659726175609482,-0.26879923688267215,0.07220197512657733,12,12,0.66526201899449,0.8052944218677954
MMP0650,formate_vs_phosphate,0.14579671241880973,0.03250217016595546,0.11329454225285426,12,12,0.6665362340460474,0.8052944218677954
MMP1336,formate_vs_phosphate,0.4095724792076285,0.656182759216629,-0.24661028000900054,2,5,0.6680331294597432,0.8052944218677954
MMP1240,formate_vs_phosphate,0.5142829340272989,0.34174754290594067,0.17253539112135818,11,9,0.6692422163707497,0.8052944218677954
MMP1026,formate_vs_phosphate,-0.13717116961278056,-0.048728664093917434,-0.08844250551886312,12,12,0.6694318660312042,0.8052944218677954
MMP0968,formate_vs_phosphate,0.5196552063422143,0.7180185720830051,-0.19836336574079083,12,7,0.6720090685289422,0.8055246013973305
MMP1162,formate_vs_phosphate,0.9843389458136826,1.3459561076996216,-0.36161716188593895,6,2,0.6744483731545676,0.8055246013973305
MMP0279,formate_vs_phosphate,0.014094525508594602,-0.12804552233699207,0.14214004784558668,3,6,0.6755682800979977,0.8055246013973305
MMP0476,formate_vs_phosphate,0.882601382096393,0.32150847514901987,0.5610929069473731,3,2,0.6762914574947592,0.8055246013973305
MMP1322,formate_vs_phosphate,-0.4054750515816992,-0.4870548218765467,0.08157977029484748,12,12,0.6766130396413966,0.8055246013973305
MMP0620,formate_vs_phosphate,0.3250922249668735,0.25350719591145315,0.07158502905542036,12,12,0.6774617881393521,0.8055246013973305
MMP0629,formate_vs_phosphate,-0.15825357307831353,-0.23909580948800488,0.08084223640969135,12,12,0.6782714818514333,0.8055246013973305
MMP0312,formate_vs_phosphate,0.08231785179247385,-0.04329760142237246,0.1256154532148463,12,12,0.6803723058161506,0.8065504425311458
MMP1412,formate_vs_phosphate,-0.15573916627893736,-0.2511080231088579,0.09536885682992052,12,12,0.6843092980760973,0.8097453037125507
MMP0318,formate_vs_phosphate,-0.4199593815049934,-0.32802132465233697,-0.09193805685265644,12,12,0.685576606431554,0.8097752670169805
MMP1621,formate_vs_phosphate,-0.0817930918930394,-0.29456399253758875,0.21277090064454934,9,6,0.6888894070268459,0.8122168053915072
MMP0697,formate_vs_phosphate,-0.39860964595395293,-0.23239672424587512,-0.1662129217080778,11,12,0.6928076198702329,0.8153161418570559
MMP0708,formate_vs_phosphate,-0.6059418361278839,-0.4492181662831662,-0.1567236698447177,12,12,0.6940191084826166,0.8153161418570559
MMP0402,formate_vs_phosphate,0.2605509815884287,-0.03439133878429305,0.2949423203727218,6,3,0.6956670323204656,0.8157822033686035
MMP0165,formate_vs_phosphate,0.2987585789692353,0.10141020451402256,0.19734837445521275,5,3,0.7001125646232733,0.8195213503310129
MMP0440,formate_vs_phosphate,-0.15641593576201823,0.014811627788497072,-0.1712275635505153,10,10,0.7062284777612493,0.8251988664880547
MMP1150,formate_vs_phosphate,-1.0951560653906238,-0.9182317800844548,-0.176924285306169,11,12,0.7076170153158154,0.8253422074882141
MMP0695,formate_vs_phosphate,-0.19356764281812744,-0.11360382342913654,-0.0799638193889909,12,12,0.7102074197161277,0.8255458135766519
MMP1217,formate_vs_phosphate,0.3798492190724273,0.09251170316081048,0.2873375159116168,5,11,0.7103239285529168,0.8255458135766519
MMP1363,formate_vs_phosphate,-0.13492406719562275,-0.19357976075167302,0.05865569355605027,12,12,0.7148337377602239,0.8293088914940675
MMP0559,formate_vs_phosphate,0.6272576270800053,0.5055419549553861,0.1217156721246192,12,12,0.7183273611119083,0.8318817752130803
MMP1690,formate_vs_phosphate,0.5928681761989635,0.45583668016822876,0.13703149603073472,9,3,0.7271529405629404,0.8406094277429736
MMP1303,formate_vs_phosphate,0.5715393945457913,0.7693164740215451,-0.19777707947575385,8,9,0.7306525223505842,0.8424294995605968
MMP1166,formate_vs_phosphate,-0.49086570593385953,-0.6509927584434999,0.16012705250964038,8,8,0.7313114980848126,0.8424294995605968
MMP0833,formate_vs_phosphate,-0.5782151758578428,-0.3518691307754184,-0.22634604508242434,7,5,0.7343448665923458,0.8444318395382883
MMP1696,formate_vs_phosphate,-1.2005774110505094,-1.3827206939513486,0.18214328290083914,12,8,0.736836584851056,0.8447871540305598
MMP1101,formate_vs_phosphate,-0.5199496805432793,-0.38848919507461477,-0.1314604854686645,10,9,0.7372452310481419,0.8447871540305598
MMP0353,formate_vs_phosphate,-0.4527887561034752,-0.5682346980630252,0.11544594195954999,9,8,0.7392536698528709,0.8456024434106524
MMP1643,formate_vs_phosphate,-0.07573469131923366,-0.15055688323538755,0.07482219191615389,12,12,0.7433659437109511,0.8478607716114138
MMP0908,formate_vs_phosphate,0.40964298646308656,0.2734189696852107,0.13622401677787588,12,12,0.7438287750946759,0.8478607716114138
MMP0429,formate_vs_phosphate,0.0142706345761295,-0.0862061823070263,0.1004768168831558,12,12,0.7458938448873758,0.8487308671318831
MMP0296,formate_vs_phosphate,0.8374242361906183,0.5061053797396331,0.33131885645098524,4,2,0.7563967315752087,0.8591823501516308
MMP1191,formate_vs_phosphate,-0.5468362565479947,-0.47663692748215203,-0.0701993290658427,12,12,0.7600976468536144,0.8618846360844462
MMP1692,formate_vs_phosphate,-0.5663610924405043,-0.42645114800845263,-0.13990994443205163,11,10,0.7705497520224351,0.8722195109698397
MMP0383,formate_vs_phosphate,0.5874377812292141,0.6169613344537116,-0.029523553224497512,12,12,0.772363525216686,0.8727573976451981
MMP1036,formate_vs_phosphate,0.4199145845975152,0.5049703480599437,-0.08505576346242849,12,12,0.7740437150652856,0.873142737409284
MMP0989,formate_vs_phosphate,-1.390397091005981,-1.483172742197982,0.09277565119200082,11,11,0.7805616826442645,0.8789744681935414
MMP0820,formate_vs_phosphate,1.5259765071415827,1.6071973955956196,-0.08122088845403685,12,12,0.7925110261281817,0.8893756530759651
MMP0388,formate_vs_phosphate,0.17175918243861985,0.08198145987538676,0.08977772256323309,12,12,0.7925264638606376,0.8893756530759651
MMP0819,formate_vs_phosphate,1.5252312561013812,1.610392261422429,-0.08516100532104787,8,4,0.7948085526195315,0.8904040830033241
MMP1563,formate_vs_phosphate,0.12625851067052532,0.18241635295696554,-0.05615784228644022,12,12,0.7999179042303368,0.8945908637361571
MMP0455,formate_vs_phosphate,-0.3005756039753853,-0.18231231646377424,-0.11826328751161105,2,2,0.8029147774848973,0.8964048543153305
MMP1318,formate_vs_phosphate,-0.5312653049193311,-0.45152010868729664,-0.07974519623203447,12,12,0.8062519150626711,0.8972346321831526
MMP0578,formate_vs_phosphate,0.16682496578286457,0.10240718951238631,0.06441777627047826,8,11,0.8064102675756556,0.8972346321831526
MMP1506,formate_vs_phosphate,-1.2564684294721795,-1.3410643958212776,0.08459596634909805,9,11,0.813619465142771,0.9030395107821557
MMP0884,formate_vs_phosphate,-0.3618203913196911,-0.2765527175262014,-0.0852676737934897,12,10,0.8143975956133551,0.9030395107821557
MMP1304,formate_vs_phosphate,0.09458198933035626,-0.1593203402162273,0.25390232954658354,3,2,0.8250138557531417,0.9132029875340788
MMP1063,formate_vs_phosphate,-0.15478128690941595,-0.10864949820751857,-0.04613178870189738,12,12,0.8263646666335989,0.9132029875340788
MMP1327,formate_vs_phosphate,-0.0877638706320835,-0.03895279936993415,-0.048811071262149355,12,12,0.8309933333006227,0.9158984870334829
MMP1254,formate_vs_phosphate,-0.3347686157637457,-0.3725383327604632,0.037769716996717495,12,12,0.8316133501899108,0.9158984870334829
MMP0956,formate_vs_phosphate,0.32372617911276885,0.20140347420658697,0.12232270490618188,7,6,0.833700940538641,0.9166492634590117
MMP0351,formate_vs_phosphate,0.7606008856654828,0.6507454086946179,0.10985547697086484,6,5,0.8373229484928484,0.9179552096739136
MMP0073,formate_vs_phosphate,-0.053431996307325626,-0.10196851554014275,0.04853651923281712,12,12,0.8377045241656114,0.9179552096739136
MMP0083,formate_vs_phosphate,0.22289333284080126,0.27373164765223507,-0.050838314811433805,12,12,0.8439092005364227,0.922516296272909
MMP0163,formate_vs_phosphate,-0.608845826740279,-0.6423606264169742,0.03351479967669524,12,12,0.8446966700535685,0.922516296272909
MMP1090,formate_vs_phosphate,-0.7326972955979226,-0.7872514678968218,0.05455417229889914,8,7,0.8559564765409522,0.9318435224328719
MMP0060,formate_vs_phosphate,-0.47963198569568205,-0.5355158845169716,0.05588389882128958,12,12,0.8560955060387888,0.9318435224328719
MMP0066,formate_vs_phosphate,-0.11661161691487626,-0.08079545092495762,-0.035816165989918644,12,12,0.8578657258011907,0.9322140887039605
MMP0696,formate_vs_phosphate,-0.08227434614931636,-0.1465028626272928,0.06422851647797645,12,11,0.8644021283232833,0.937754056017938
MMP0136,formate_vs_phosphate,-0.5232048153378906,-0.4785244532707347,-0.044680362067155976,12,12,0.8761903758716578,0.9431133367032899
MMP0291,formate_vs_phosphate,0.6051534083648906,0.6784191602799875,-0.07326575191509688,11,11,0.8771787189583553,0.9431133367032899
MMP1075,formate_vs_phosphate,-0.4465167071048455,-0.37107971852145893,-0.07543698858338654,2,6,0.8775329647545568,0.9431133367032899
MMP0618,formate_vs_phosphate,0.7938298155534423,0.8627922964621557,-0.06896248090871337,12,10,0.878487699793712,0.9431133367032899
MMP1397,formate_vs_phosphate,-0.569170698148177,-0.3936980170314922,-0.1754726811166848,4,2,0.8805223559428327,0.9431133367032899
MMP1131,formate_vs_phosphate,-0.5276842320651582,-0.617544758681415,0.08986052661625676,10,9,0.8805663997959146,0.9431133367032899
MMP0127,formate_vs_phosphate,-0.09626338107772907,-0.12087987330459758,0.024616492226868514,12,12,0.8810726391394126,0.9431133367032899
MMP1593,formate_vs_phosphate,-0.5248944320824972,-0.47429102441235765,-0.050603407670139544,11,10,0.8838434292086093,0.9431133367032899
MMP0947,formate_vs_phosphate,-0.8249530907316774,-0.8780880869938539,0.05313499626217644,12,10,0.8838662029335547,0.9431133367032899
MMP0553,formate_vs_phosphate,0.15700759643140902,0.20424605327181045,-0.04723845684040143,11,12,0.8847070440815499,0.9431133367032899
MMP0326,formate_vs_phosphate,-0.33825379323773336,-0.300361343436783,-0.037892449800950356,12,12,0.8852536227951127,0.9431133367032899
MMP0235,formate_vs_phosphate,0.5077171192062833,0.4555062434575673,0.05221087574871597,11,8,0.890664215312309,0.9473296384724722
MMP1066,formate_vs_phosphate,0.199114152579485,0.13906573676019873,0.06004841581928627,10,4,0.8940865539544347,0.9492836386943742
MMP1056,formate_vs_phosphate,-0.8106308425819819,-0.7397814581527019,-0.07084938442928002,5,2,0.8954132481549695,0.9492836386943742
MMP1532,formate_vs_phosphate,-0.6954350948670295,-0.6359110270327339,-0.059524067834295535,7,12,0.9007421725963998,0.9533829489169686
MMP1507,formate_vs_phosphate,-0.6918334538526794,-0.7207378528137007,0.02890439896102137,12,12,0.9036636260005197,0.9549249337963354
MMP0666,formate_vs_phosphate,-0.0960248716581396,-0.1699432836562825,0.0739184119981429,8,9,0.9062241301350429,0.9556883596919518
MMP0971,formate_vs_phosphate,-0.10918577422167618,-0.08291429936619366,-0.02627147485548252,12,12,0.9073176298302426,0.9556883596919518
MMP1115,formate_vs_phosphate,0.6381492327383961,0.6865561741806273,-0.04840694144223123,12,9,0.9164905688682782,0.963793307906641
MMP0624,formate_vs_phosphate,-0.018799344771251756,-0.09235691475947469,0.07355756998822294,9,2,0.9197690219435519,0.9656834175639224
MMP0282,formate_vs_phosphate,-1.1376659466389512,-0.9225975804273956,-0.21506836621155556,3,10,0.9220345602767521,0.9656868815056519
MMP1190,formate_vs_phosphate,0.1934155070170441,0.2388820911803202,-0.04546658416327609,12,11,0.9227345508865354,0.9656868815056519
MMP1361,formate_vs_phosphate,-0.2340042922565597,-0.24780860895606752,0.013804316699507824,12,12,0.9250845256001821,0.966594728671985
MMP0064,formate_vs_phosphate,0.7615698363640186,0.7199280128583608,0.041641823505657816,12,7,0.9307779641582801,0.9703552241457858
MMP1157,formate_vs_phosphate,0.3499207693357966,0.3854157521902013,-0.03549498285440472,7,8,0.934393915737344,0.9703552241457858
MMP1527,formate_vs_phosphate,-0.3035664328896624,-0.32015357144166773,0.01658713855200533,12,12,0.9344495137805509,0.9703552241457858
MMP1145,formate_vs_phosphate,0.5413447039473346,0.4933688030736966,0.047975900873637956,9,7,0.9346366269379655,0.9703552241457858
MMP0046,formate_vs_phosphate,-0.5370883337559609,-0.42897561630283826,-0.10811271745312262,3,3,0.9372467904829973,0.970924319383928
MMP1466,formate_vs_phosphate,0.39885552163851806,0.4266785237345566,-0.02782300209603855,12,10,0.9388279106793129,0.970924319383928
MMP0874,formate_vs_phosphate,1.3522244408068034,1.2888091710993808,0.06341526970742262,3,5,0.9404381456480787,0.970924319383928
MMP0003,formate_vs_phosphate,-0.23703837603218206,-0.2032809994315163,-0.033757376600665745,12,11,0.9415907745701848,0.970924319383928
MMP1425,formate_vs_phosphate,-0.5187865390880816,-0.4082653415913813,-0.11052119749670031,2,3,0.9426305125307153,0.970924319383928
MMP0086,formate_vs_phosphate,0.3106054651279956,0.2528549094391309,0.05775055568886467,8,2,0.9447510651733657,0.9715736506199281
MMP1414,formate_vs_phosphate,-0.3857859630950045,-0.4010068140779677,0.015220850982963163,12,12,0.9477230675006751,0.9730951811188034
MMP1259,formate_vs_phosphate,-0.7493963324022214,-0.7699778171737577,0.020581484771536318,12,11,0.9527905531400804,0.9767601268039818
MMP0407,formate_vs_phosphate,0.4831611754221214,0.4971546340387089,-0.013993458616587517,12,12,0.9555832904674393,0.9772540412166053
MMP0033,formate_vs_phosphate,0.019088609067361,-0.021067114152612577,0.04015572321997358,6,5,0.9564354539827891,0.9772540412166053
MMP0881,formate_vs_phosphate,-0.19056176444789108,-0.2143999659003045,0.023838201452413416,3,4,0.9577689146279307,0.9772540412166053
MMP1014,formate_vs_phosphate,0.10857408309346828,0.1445441090143297,-0.03597002592086143,6,3,0.9603794790039278,0.9783865942352515
MMP1046,formate_vs_phosphate,-0.43312601902530856,-0.4435571694531137,0.010431150427805125,12,12,0.9639687024163572,0.980511067044407
MMP1039,formate_vs_phosphate,-0.4362954338685731,-0.4459530479321278,0.009657614063554698,12,12,0.9679243260167176,0.9830010289141743
MMP1663,formate_vs_phosphate,0.1978635766393923,0.22824581207322936,-0.030382235433837057,4,6,0.9704983989955637,0.9834021995279226
MMP1018,formate_vs_phosphate,0.25646965094851054,0.2684111074898336,-0.011941456541323059,12,12,0.9719809359282006,0.9834021995279226
MMP1029,formate_vs_phosphate,-0.458516565785364,-0.44951399815983634,-0.009002567625527647,8,8,0.9734587855670963,0.9834021995279226
MMP1208,formate_vs_phosphate,-0.23750041081419385,-0.23302162511972532,-0.004478785694468523,12,12,0.9743524860353344,0.9834021995279226
MMP0187,formate_vs_phosphate,-0.542520218080507,-0.5364624812749808,-0.006057736805526237,11,11,0.9812113925236529,0.988794169900188
MMP1486,formate_vs_phosphate,0.6039298882513945,0.6138521279899897,-0.009922239738595184,10,2,0.9849428508454401,0.9910227449864613
MMP0765,formate_vs_phosphate,0.6916927315300133,0.6852973596423227,0.006395371887690571,12,10,0.989535495564956,0.994109619581435
MMP1326,formate_vs_phosphate,-0.006586930920347505,-0.011750492338639567,0.005163561418292062,9,10,0.9917042342759287,0.9947556319198546
MMP0249,formate_vs_phosphate,-0.3377161199305522,-0.3367142218113241,-0.0010018981192281284,12,12,0.9966623126521064,0.9974980699523133
MMP0982,formate_vs_phosphate,-0.6138927942009099,-0.6156826898614112,0.0017898956605012506,12,8,0.9974980699523133,0.9974980699523133
MMP0043,formate_vs_phosphate,0.6995516325230893,-0.18160189198989624,0.8811535245129856,1,4,,
MMP0055,formate_vs_phosphate,-0.5909355624859437,0.3673364237761188,-0.9582719862620626,9,1,,
MMP0095,formate_vs_phosphate,-1.9714308478032292,0.6514755089544153,-2.6229063567576443,1,7,,
MMP0113,formate_vs_phosphate,-0.3731012658040785,2.3673364240557175,-2.740437689859796,11,1,,
MMP0146,formate_vs_phosphate,2.604116437699872,-0.6859771042506756,3.2900935419505477,2,1,,
MMP0159,formate_vs_phosphate,0.9810401378441224,-0.8476606523757996,1.828700790219922,5,1,,
MMP0177,formate_vs_phosphate,-0.5715649488463943,1.68926451888716,-2.2608294677335543,11,1,,
MMP0226,formate_vs_phosphate,0.407203206925462,-0.3167832944951905,0.7239865014206526,2,1,,
MMP0230,formate_vs_phosphate,-1.0,-0.6710059460255433,-0.3289940539744567,1,1,,
MMP0248,formate_vs_phosphate,-0.5293613467231366,-1.2991376066126765,0.7697762598895399,5,1,,
MMP0292,formate_vs_phosphate,0.9802917813098967,1.9596942693109123,-0.9794024880010156,12,1,,
MMP0293,formate_vs_phosphate,1.0896844828391918,-1.8841001108840416,2.9737845937232334,8,1,,
MMP0300,formate_vs_phosphate,-0.8339033250793775,-0.6710059460255433,-0.16289737905383417,9,1,,
MMP0306,formate_vs_phosphate,0.8312271766161401,2.8391987916510666,-2.0079716150349265,11,1,,
MMP0322,formate_vs_phosphate,0.40910995998638655,-0.19799661112304387,0.6071065711094304,1,3,,
MMP0398,formate_vs_phosphate,2.591440064792361,-0.08379975689747597,2.675239821689837,1,3,,
MMP0401,formate_vs_phosphate,-1.8153756490376192,0.7363899706942685,-2.5517656197318876,2,1,,
MMP0409,formate_vs_phosphate,-3.2933589426905914,-0.39592321052973495,-2.8974357321608566,1,3,,
MMP0418,formate_vs_phosphate,2.1521834190550453,-0.738792251422062,2.8909756704771072,1,2,,
MMP0419,formate_vs_phosphate,-0.41638789332812526,-0.6859771042506756,0.26958921092255034,6,1,,
MMP0421,formate_vs_phosphate,0.1671119320268342,0.9522989248700734,-0.7851869928432392,2,1,,
MMP0549,formate_vs_phosphate,-0.12514764797775774,-0.29913760838778103,0.1739899604100233,9,1,,
MMP0588,formate_vs_phosphate,0.1712068274181424,-0.29019666233344227,0.46140348975158463,1,2,,
MMP0622,formate_vs_phosphate,1.102690531600633,-0.29913760838778103,1.401828139988414,9,1,,
MMP0635,formate_vs_phosphate,0.3225677553570813,-1.1608012083489334,1.4833689637060148,6,1,,
MMP0664,formate_vs_phosphate,0.927076734671789,-0.408246736583029,1.335323471254818,4,1,,
MMP0720,formate_vs_phosphate,1.1047626582922203,-0.6088751218911723,1.7136377801833926,11,1,,
MMP0721,formate_vs_phosphate,-0.6399186183122478,1.3129779181497525,-1.9528965364620003,9,1,,
MMP0729,formate_vs_phosphate,0.41127742245018895,1.9139565546956128,-1.5026791322454238,9,1,,
MMP0824,formate_vs_phosphate,2.718306821867008,1.3677604726713855,1.3505463491956224,1,12,,
MMP0904,formate_vs_phosphate,-0.45671051578779637,-0.6088751218911723,0.15216460610337595,3,1,,
MMP0931,formate_vs_phosphate,1.2369542256396997,-0.29913760838778103,1.5360918340274807,1,1,,
MMP0974,formate_vs_phosphate,0.9200304446897694,0.9760873802967908,-0.05605693560702141,8,1,,
MMP1006,formate_vs_phosphate,1.8476422019007597,-1.2991376066126765,3.146779808513436,3,1,,
MMP1007,formate_vs_phosphate,0.3119312235852654,1.3289940545487153,-1.01706283096345,8,1,,
MMP1052,formate_vs_phosphate,-3.4266254735540556,-0.0678091007422297,-3.358816372811826,1,10,,
MMP1060,formate_vs_phosphate,0.5916794169357368,0.7373018474799414,-0.14562243054420465,1,1,,
MMP1062,formate_vs_phosphate,-2.479908952846858,-0.29913760838778103,-2.180771344459077,9,1,,
MMP1071,formate_vs_phosphate,0.6848015423224176,0.32899405397445664,0.355807488347961,9,1,,
MMP1109,formate_vs_phosphate,-0.4254216270959554,1.1767157647763138,-1.6021373918722692,5,1,,
MMP1118,formate_vs_phosphate,0.4128598157054129,-0.3167832944951905,0.7296431102006034,6,1,,
MMP1126,formate_vs_phosphate,-0.35291578737104634,0.4525031893618404,-0.8054189767328868,1,2,,
MMP1193,formate_vs_phosphate,1.039670504079625,2.136348976688356,-1.0966784726087309,11,1,,
MMP1204,formate_vs_phosphate,0.48431363406505407,0.7008623924997713,-0.21654875843471727,3,1,,
MMP1205,formate_vs_phosphate,-0.09850554495242506,-0.39606714018579336,0.29756159523336834,1,11,,
MMP1316,formate_vs_phosphate,-1.0144995696951151,-0.3297597793230456,-0.6847397903720696,1,3,,
MMP1379,formate_vs_phosphate,-0.3085466485796064,0.8391987916510667,-1.147745440230673,7,1,,
MMP1386,formate_vs_phosphate,0.8630472546154093,-0.29913760838778103,1.1621848630031903,5,1,,
MMP1405,formate_vs_phosphate,-1.2362638602916693,-0.26361003017169404,-0.9726538301199753,3,1,,
MMP1441,formate_vs_phosphate,-0.17228847636729946,0.6832167055048095,-0.855505181872109,6,1,,
MMP1446,formate_vs_phosphate,-0.6553879978840005,-1.1608012083489334,0.5054132104649329,2,1,,
MMP1463,formate_vs_phosphate,0.775267889388398,0.7008623924997713,0.07440549688862663,9,1,,
MMP1471,formate_vs_phosphate,-0.9489759969755331,0.15233934762420043,-1.1013153445997337,1,1,,
MMP1475,formate_vs_phosphate,0.6919656284134169,0.7373018474799414,-0.04533621906652452,12,1,,
MMP1491,formate_vs_phosphate,-0.25842515258120435,-0.7901966623334422,0.5317715097522379,1,2,,
MMP1508,formate_vs_phosphate,-0.19132355234597326,-0.29913760838778103,0.10781405604180777,7,1,,
MMP1512,formate_vs_phosphate,0.6282041387472755,0.3600594663287715,0.26814467241850404,1,2,,
MMP1539,formate_vs_phosphate,0.1128745114399674,-0.6859771042506756,0.798851615690643,3,1,,
MMP1554,formate_vs_phosphate,-1.8754268260031555,-0.6326635773422764,-1.242763248660879,2,1,,
MMP1568,formate_vs_phosphate,-0.5210079502689452,0.9522989248700734,-1.4733068751390186,5,1,,
MMP1578,formate_vs_phosphate,-0.5530724635864287,0.32899405397445664,-0.8820665175608853,4,1,,
MMP1583,formate_vs_phosphate,-0.37532485530379706,-0.408246736583029,0.03292188127923196,3,1,,
MMP1594,formate_vs_phosphate,-0.2293823533437969,0.3673364237761188,-0.5967187771199157,1,1,,
MMP1595,formate_vs_phosphate,-0.49544252683978723,-1.1522839496543968,0.6568414228146096,1,3,,
MMP1599,formate_vs_phosphate,0.9218888363082569,0.9139565554612908,0.007932280846966067,1,1,,
MMP1608,formate_vs_phosphate,-0.023307570812607578,0.32899405397445664,-0.3523016247870642,8,1,,
MMP1610,formate_vs_phosphate,-0.004133600708059737,-1.00895017673761,1.0048165760295502,2,1,,
MMP1619,formate_vs_phosphate,-0.4739311883324124,-0.3936980170314922,-0.08023317130092017,1,2,,
MMP1656,formate_vs_phosphate,-1.2834445813211726,0.7008623924997713,-1.984306973820944,6,1,,
MMP1669,formate_vs_phosphate,1.1704219722339833,-0.6859771042506756,1.8563990764846587,1,1,,
