Gene names (ordered locus ),growth_rate,mean_formate,mean_phosphate,log2FC_within_growth_rate,n_formate,n_phosphate,p_value_within_growth_rate,fdr_within_growth_rate
MMP0309,xs,-0.2881431796345133,-0.9247607542326542,0.636617574598141,3,3,0.22851016669218355,0.5870942519691559
MMP0311,xs,2.031654694655876,0.32899405397445664,1.7026606406814193,3,1,,
MMP0312,xs,-0.14822887098833623,0.4282038096271577,-0.5764326806154939,3,3,0.5366983754806978,0.7709726915592541
MMP0317,xs,0.2781216127007361,-0.49264564081730566,0.7707672535180418,3,3,0.11518058216772539,0.4698882634417508
MMP0318,xs,0.20976180251092535,-0.087360054864261,0.29712185737518637,3,3,0.6522334603697615,0.8413122097107453
MMP0325,xs,0.19845980953747586,0.8998829759798747,-0.7014231664423988,3,3,0.06739335131783693,0.41100225485504766
MMP0326,xs,-0.19109378727238924,-0.793988279608297,0.6028944923359078,3,3,0.44212498281512386,0.7155564213461237
MMP0327,xs,-0.11086065481837327,-0.29993771445195255,0.1890770596335793,2,3,0.7532646264741037,0.8948605071493448
MMP0330,xs,-1.080087911322692,-0.6518347616839099,-0.42825314963878214,1,2,,
MMP0331,xs,-0.0476280974383085,-0.988975780387867,0.9413476829495585,1,3,,
MMP0335,xs,0.07461418864870396,0.7823739230549627,-0.7077597344062587,3,1,,
MMP0340,xs,-0.6246620284796829,-0.17997239924491093,-0.44468962923477195,3,3,0.3407221002152574,0.6730999857313655
MMP0341,xs,0.007917818006611371,0.024571548245910457,-0.016653730239299086,3,3,0.986346839321665,0.9945663963160122
MMP0344,xs,0.677107130032893,-0.1839632795005999,0.8610704095334929,2,3,0.1844727853038911,0.5402226732322337
MMP0345,xs,-1.2530204850800235,-0.8681190868894958,-0.3849013981905277,2,3,0.5002623022053643,0.7509428331943564
MMP0346,xs,0.4837148435740648,-0.029583977059117233,0.513298820633182,3,3,0.4913025851591678,0.7455578256861959
MMP0353,xs,-0.7347505559191969,-1.1518347616839097,0.41708420576471283,3,2,0.5396270336892295,0.7709726915592541
MMP0369,xs,-0.7268279217689443,-1.2224556848629922,0.4956277630940479,3,3,0.437913351287243,0.7155564213461237
MMP0370,xs,-0.7088181104408885,0.1143497618197421,-0.8231678722606306,3,1,,
MMP0372,xs,0.4600026408492635,0.45747766700383746,0.0025249738454260484,3,3,0.9955256980274254,0.999503071942266
MMP0373,xs,1.4131534742380332,1.140646489422265,0.2725069848157682,3,2,0.7995908985439586,0.9168433979760512
MMP0382,xs,0.4610760148816761,-1.070809341797099,1.5318853566787751,3,2,0.19881929322353722,0.5517596483445959
MMP0383,xs,0.6236927056556678,0.6501055155693978,-0.026412809913729962,3,3,0.9113163438911287,0.9651577909043901
MMP0385,xs,1.0242666672548142,0.18254861065058292,0.8417180566042313,2,3,0.5019215011123436,0.7509428331943564
MMP0386,xs,1.0523585909727051,0.27030425460731927,0.7820543363653858,3,3,0.19479913276049807,0.5485716914286417
MMP0387,xs,-2.5195551844249815,-0.15183476168390989,-2.3677204227410718,2,2,0.1091054523403685,0.4648811461820055
MMP0388,xs,1.1666748443289665,-0.8506299458622625,2.017304790191229,3,3,0.03658499621736373,0.3523323738423948
MMP0391,xs,-0.9112883817056249,-1.331984625461932,0.4206962437563072,3,3,0.6260888689438854,0.8256866827488842
MMP0392,xs,-1.020283505429915,-0.8683144648111547,-0.15196904061876038,3,2,0.8460799559720925,0.9370771137082214
MMP0396,xs,-0.910764633101755,-1.0299280296350724,0.11916339653331731,3,3,0.8397532398023746,0.9370771137082214
MMP0397,xs,0.6050054111925275,0.4468337287623003,0.15817168243022717,3,3,0.740544462995094,0.8916007962428495
MMP0405,xs,-0.707311062251139,-0.6710059460255433,-0.036305116225595735,3,1,,
MMP0407,xs,-0.14546929806256562,0.7108694446711423,-0.8563387427337079,3,3,0.3518469416468946,0.6805787099194448
MMP0410,xs,0.3692295462674329,1.4331277401656821,-1.0638981938982492,2,2,0.5242186312880036,0.7627087186458852
MMP0411,xs,3.2388663911002205,0.6406464896187049,2.5982199014815155,1,2,,
MMP0413,xs,0.4897891156352682,-0.521937405658308,1.0117265212935762,3,3,0.3297570925066223,0.659930847591469
MMP0414,xs,-0.804067615368732,-0.886782402737718,0.08271478736898608,3,3,0.8920289390255693,0.953072862005244
MMP0420,xs,0.9012920720697309,0.9815585098309867,-0.08026643776125575,3,2,0.7651872124918393,0.9029575815077779
MMP0421,xs,0.7320520733002891,0.9522989248700734,-0.2202468515697843,1,1,,
MMP0422,xs,-0.15360697914763968,0.14064649017790243,-0.2942534693255421,1,2,,
MMP0427,xs,1.1540196821482211,0.5913847878846447,0.5626348942635765,3,3,0.5107314983676006,0.7581154460694668
MMP0428,xs,-0.12667163192135616,0.5091292859894747,-0.6358009179108308,1,2,,
MMP0429,xs,0.4284950911181112,-0.729773253920814,1.1582683450389253,3,3,0.09313627724110426,0.4648811461820055
MMP0431,xs,0.637118788009703,1.140646489422265,-0.503527701412562,3,2,0.6457323373524333,0.8390186611505442
MMP0432,xs,-1.0086822430998008,-0.012438888519510305,-0.9962433545802905,1,3,,
MMP0433,xs,0.6944493611653109,-0.6710059460255433,1.3654553071908542,1,1,,
MMP0440,xs,0.04175105163240933,1.68926451888716,-1.6475134672547507,3,1,,
MMP0443,xs,-0.6227140594861228,-0.6332710480293817,0.010556988543258927,3,3,0.980376612587993,0.9942854499691274
MMP0447,xs,-0.8641199103856724,-1.9247607536454912,1.0606408432598187,3,3,0.10285116566408842,0.4648811461820055
MMP0457,xs,0.14946875901473936,-1.4907191571871155,1.640187916201855,3,3,0.052811788934148104,0.37868008657966934
MMP0476,xs,0.8123909063484476,1.3289940545487153,-0.5166031482002678,2,1,,
MMP0487,xs,0.7673744553803326,-1.151834758827678,1.9192092142080106,1,2,,
MMP0489,xs,0.5720163640841306,0.6035600799503316,-0.03154371586620097,2,3,0.9603920881768955,0.9879497059134935
MMP0500,xs,1.3843405246160652,0.07523924568812879,1.3091012789279364,2,3,0.6015832545663,0.8158087900471738
MMP0539,xs,-0.183323151842811,-0.6480690869183193,0.4647459350755083,3,3,0.5482159629435613,0.7792555831561929
MMP0540,xs,-0.8629666033309107,-0.08882920699751702,-0.7741373963333936,3,3,0.1484779819305573,0.5083814565552824
MMP0542,xs,0.6378425638569153,1.830834760031393,-1.1929921961744778,3,3,0.08739657262709694,0.4648811461820055
MMP0550,xs,-1.6359674880123105,-1.0708093413149617,-0.5651581466973488,3,2,0.7180018251918876,0.8797794516275281
MMP0553,xs,0.19442511305886523,0.6776908869307374,-0.4832657738718722,2,3,0.649062912121651,0.839963768628019
MMP0559,xs,0.6700457584125963,0.882874493995906,-0.21282873558330972,3,3,0.7826176858376641,0.9071948778200086
MMP0567,xs,0.6190538155443992,-1.4530815886311865,2.0721354041755857,2,3,0.05069217666254869,0.3717426288586904
MMP0568,xs,0.44167331105893237,1.1406464898983035,-0.6989731788393712,2,2,0.2519569045716854,0.6049311205687805
MMP0569,xs,0.7088421593033941,1.3481652394420158,-0.6393230801386217,3,2,0.26434550212631536,0.6123143129482187
MMP0572,xs,-0.8058871167868564,-0.8735790006372257,0.06769188385036928,3,3,0.9214672021322095,0.9656909464591406
MMP0576,xs,0.38938431482360253,0.17037331928625787,0.21901099553734465,3,3,0.4061262840500859,0.6970241541246932
MMP0577,xs,-0.5938619401412354,-1.6345217609993714,1.040659820858136,3,3,0.17173937852726068,0.5211969718930454
MMP0578,xs,0.19933022035400005,0.32089444479539886,-0.1215642244413988,3,3,0.5533270313616347,0.7830710034474597
MMP0580,xs,0.925999418556223,-1.2559684478952167,2.1819678664514397,1,1,,
MMP0584,xs,0.7092294483608793,-0.3430320539905793,1.0522615023514585,3,3,0.284013264327028,0.624075266350195
MMP0585,xs,1.0764519075650807,1.0900372860603347,-0.013585378495253986,3,3,0.9403363992207405,0.973524742722649
MMP0591,xs,0.07448222565814216,-0.5516381568962679,0.6261203825544102,2,2,0.6184016636584684,0.8212034874692361
MMP0593,xs,-0.270431465772659,1.090154704761864,-1.360586170534523,3,2,0.0002516009306302417,0.07986911373196087
MMP0596,xs,0.46286988946426627,-0.34577222191311224,0.8086421113773785,3,3,0.09980241136003336,0.4648811461820055
MMP0597,xs,0.4655495345665048,0.14070498369369863,0.32484455087280617,3,3,0.6131411572767651,0.820913748608449
MMP0601,xs,1.5656173165512486,1.6509221493212258,-0.08530483276997725,3,1,,
MMP0602,xs,-0.4573233103437414,1.3971673413092607,-1.854490651653002,2,3,0.010984074294992733,0.27496318272309106
MMP0603,xs,0.6555831127259738,-1.0631065874048191,1.7186897001307928,3,3,0.11278851181086218,0.4697663563025782
MMP0605,xs,0.6708045542928991,0.9139565554612908,-0.24315200116839175,1,1,,
MMP0607,xs,1.2487175336828291,0.4331277401656821,0.815589793517147,1,2,,
MMP0608,xs,0.43965621223638496,0.645562707775582,-0.20590649553919704,2,3,0.8594774224038437,0.9425635618801863
MMP0618,xs,0.8096146208658587,2.271477458322974,-1.4618628374571156,3,3,0.050168767222798526,0.370712722684496
MMP0620,xs,0.3866048215888666,0.4036903211971641,-0.017085499608297472,3,3,0.9360933157248208,0.9722514266326465
MMP0623,xs,0.7710709186607886,0.4233706188775117,0.3477002997832769,3,3,0.6719328315759142,0.8458140194609688
MMP0625,xs,-0.3910314510457706,-2.227057620221253,1.8360261691754822,3,3,0.047728502803757046,0.3696095257122946
MMP0626,xs,0.04170499800469766,-0.6326635773422764,0.674368575346974,3,1,,
MMP0627,xs,-0.3144502189590059,-1.1628425931611137,0.8483923742021078,2,3,0.14117388402315292,0.49874569246135775
MMP0629,xs,-0.2165769784583925,-0.04875034675230385,-0.16782663170608864,3,3,0.6639327645323376,0.8435294849172548
MMP0633,xs,1.0530751059951804,0.061379545503403486,0.9916955604917769,3,3,0.3635386290673955,0.6833114425965802
MMP0636,xs,1.0938541727442381,1.6509221493212258,-0.5570679765769877,3,1,,
MMP0638,xs,1.8177257567874008,1.68926451888716,0.12846123790024078,3,1,,
MMP0640,xs,0.2514520257404686,-1.119748253894365,1.3712002796348337,3,3,0.2974054283909504,0.6384904805691956
MMP0641,xs,-0.4767147673701108,-1.274774314083223,0.7980595467131122,3,3,0.21429129856974288,0.5698735632294261
MMP0645,xs,0.24972526628924366,0.8726783873036733,-0.6229531210144297,3,3,0.5467882290022569,0.778369125991448
MMP0650,xs,0.808364514936127,0.26620246871669695,0.5421620462194301,3,3,0.5975398414403661,0.8146740373440483
MMP0651,xs,0.43559214363092114,0.4652142466659641,-0.02962210303504298,3,3,0.973136725640233,0.9926199688300795
MMP0654,xs,-1.3506302030244732,-0.5626176404945641,-0.7880125625299091,3,3,0.04819138456313186,0.37023222426279073
MMP0656,xs,-0.416962376203336,1.6555201610127772,-2.0724825372161133,1,2,,
MMP0657,xs,0.4246703302859898,-0.6655582273450905,1.0902285576310804,3,3,0.1897499139593618,0.5418227631641953
MMP0658,xs,0.9061591524905964,0.9624770228584335,-0.056317870367837086,3,3,0.8966743933492621,0.954874381476442
MMP0666,xs,-0.20037124113266028,0.3481652388752877,-0.548536480007948,3,2,0.6310562757231523,0.8288500337856328
MMP0667,xs,0.40096922044919325,-0.9051295247132408,1.306098745162434,3,3,0.014768584097677619,0.30426789248010955
MMP0668,xs,0.26711738819228437,0.9139565554612908,-0.6468391672690065,3,1,,
MMP0669,xs,-0.06717697900056765,-1.3727455531591175,1.3055685741585499,3,3,0.10983247314161179,0.4648811461820055
MMP0677,xs,-0.4799549759601824,-1.2580940869788249,0.7781391110186424,1,3,,
MMP0683,xs,0.8642336375797243,-0.9247607528998946,1.7889943904796188,2,3,0.01696453189992722,0.32822614781107856
MMP0684,xs,1.0255525237329752,-0.28913055464829346,1.3146830783812686,3,3,0.1553671598539549,0.5136211670815287
MMP0686,xs,0.5221257898943429,1.0184801583012442,-0.4963543684069013,3,3,0.49525268206089695,0.7463410954395914
MMP0687,xs,0.0554502175925826,1.050176747646097,-0.9947265300535144,3,3,0.14006365680187854,0.49874569246135775
MMP0688,xs,0.0963351199773644,0.6776908871720275,-0.5813557671946631,3,3,0.35977343657844785,0.6833114425965802
MMP0694,xs,-0.053659824099691035,-0.21225957903350215,0.15859975493381112,3,3,0.8330689794196466,0.9322667885297318
MMP0695,xs,0.250581178581372,0.3323220460556516,-0.08174086747427955,3,3,0.8820238485459936,0.9503185909571301
MMP0696,xs,-0.2720054158284673,-0.15078472180387772,-0.1212206940245896,3,3,0.843917777443639,0.9370771137082214
MMP0697,xs,-1.2749801290029434,-0.6420951175472661,-0.6328850114556773,2,3,0.6411804787450839,0.8364726461256621
MMP0702,xs,0.17248507894153509,0.32899405397445664,-0.15650897503292155,2,1,,
MMP0704,xs,0.9784663355599724,0.8049171877507583,0.17354914780921415,3,3,0.7666808052568226,0.9029575815077779
MMP0706,xs,0.013932846638904373,-0.7591569077612672,0.7730897544001716,2,2,0.5379878354719121,0.7709726915592541
MMP0708,xs,0.41648806529127286,-0.8681190861305116,1.2846071514217845,3,3,0.45065041346484075,0.7210406615437452
MMP0713,xs,-0.4739353628093086,-2.5555122242641497,2.081576861454841,2,2,0.2031212642588921,0.5591800603686375
MMP0716,xs,-0.08151279564085612,-0.8681190873865604,0.7866062917457043,2,3,0.22005617814670256,0.5804206551662345
MMP0729,xs,0.7078430594052074,1.9139565546956128,-1.2061134952904053,3,1,,
MMP0736,xs,0.31355163216372667,0.0442027782183268,0.26934885394539987,3,3,0.4413941443634182,0.7155564213461237
MMP0737,xs,-1.5479317697761892,0.14064648942226504,-1.6885782591984542,1,2,,
MMP0765,xs,0.6355235042119106,2.174975252479974,-1.5394517482680636,3,3,0.0315415895518874,0.3447062970954905
MMP0808,xs,0.06748908471109698,2.537261426088294,-2.469772341377197,3,1,,
MMP0816,xs,1.065958033769006,-0.15078472180387772,1.2167427555728838,2,3,0.04675101887189282,0.36509971521511836
MMP0817,xs,0.6523891747354337,0.780398319119846,-0.12800914438441235,3,3,0.9189026917764276,0.9656909464591406
MMP0818,xs,0.260443868992649,2.751842700191219,-2.49139883119857,3,2,0.29396088586132185,0.6351654855217846
MMP0820,xs,0.9843406177332378,0.8356679503187513,0.14867266741448648,3,3,0.8587088508824218,0.9425635618801863
MMP0821,xs,0.22205436319957197,1.2060117206635452,-0.9839573574639733,3,3,0.25511088327537446,0.6065630546015867
MMP0822,xs,1.0932796187014764,0.16650046217850542,0.9267791565229709,3,3,0.1256695996451063,0.4827308430812019
MMP0823,xs,0.7846867096458658,-0.16349643130014443,0.9481831409460103,3,3,0.1049412161982497,0.4648811461820055
MMP0825,xs,1.446922559699887,0.7266502794839633,0.7202722802159236,3,3,0.3131793344995358,0.6491597340375816
MMP0829,xs,-0.33102889128855073,-0.9221701937916644,0.5911413025031137,2,1,,
MMP0830,xs,0.27947698423007067,-0.89372428542574,1.1732012696558107,3,3,0.4070496115760224,0.6970241541246932
MMP0836,xs,0.1457777225704112,1.1641680929931184,-1.0183903704227073,3,3,0.10380496570137121,0.4648811461820055
MMP0866,xs,0.2316565979527924,-1.1908827992708084,1.422539397223601,3,3,0.1707236768374615,0.5211969718930454
MMP0867,xs,-1.2288238052422409,0.32899405397445664,-1.5578178592166976,3,1,,
MMP0868,xs,0.6653636627952141,0.22167190756390942,0.44369175523130466,3,2,0.7546261637776429,0.8951937825205372
MMP0872,xs,-0.003107248835034243,-0.9247607525520642,0.92165350371703,2,3,0.37238512253828426,0.6856893815323692
MMP0875,xs,-0.7507315471884839,-4.316735894258111,3.5660043470696268,1,2,,
MMP0879,xs,0.5193590966828229,0.7493618504831675,-0.23000275380034463,3,3,0.6799556465341485,0.8536926924060386
MMP0884,xs,-0.5892251563808933,-0.27558322661578744,-0.3136419297651059,3,3,0.719555789375051,0.8802400192091623
MMP0887,xs,-0.6731968805832395,-0.55163815733664,-0.12155872324659944,3,2,0.7786864600467477,0.9071948778200086
MMP0893,xs,1.6618835694631406,1.1785243338478202,0.48335923561532046,2,3,0.6183710278305385,0.8212034874692361
MMP0894,xs,0.3314768923850797,0.24440049596635724,0.08707639641872247,3,3,0.7472769710939204,0.8929838937136542
MMP0901,xs,1.0983340053133583,0.461189968732375,0.6371440365809833,3,3,0.4097177104307339,0.6970241541246932
MMP0902,xs,-0.3455644591546006,0.848165239162417,-1.1937296983170176,1,2,,
MMP0908,xs,0.7250604772046222,1.2801425279330247,-0.5550820507284026,3,3,0.3830523878549994,0.6866212075309207
MMP0916,xs,-0.8750023180715055,-0.7433205808918183,-0.13168173717968723,3,3,0.8097215931520633,0.9232161391886893
MMP0917,xs,0.3663872064737803,0.5747515526225766,-0.2083643461487963,3,2,0.7365268457021492,0.8904436641222746
MMP0919,xs,0.635986503745623,-0.15183476168390989,0.7878212654295329,1,2,,
MMP0923,xs,-0.2586309479735945,0.5932893384933919,-0.8519202864669864,3,3,0.12400801357171584,0.48208737806193147
MMP0925,xs,-0.1719808703404148,-0.3397982522615826,0.16781738192116782,2,3,0.890894011285563,0.9529120474303039
MMP0927,xs,0.10064116578259612,0.33680520138832504,-0.2361640356057289,1,2,,
MMP0929,xs,-0.6727283961756015,0.32899405397445664,-1.0017224501500581,2,1,,
MMP0933,xs,0.0602339544333114,-1.6518347616839097,1.7120687161172212,3,2,0.4340998236258915,0.7155564213461237
MMP0937,xs,-1.1178248041148748,-0.2783280910536819,-0.839496713061193,2,2,0.6797759892465787,0.8536926924060386
MMP0940,xs,0.5340665750050563,-0.3593535113233318,0.8934200863283881,3,2,0.5498964006095955,0.7804981169942646
MMP0946,xs,0.4333240316137809,0.10358461407654641,0.3297394175372345,3,3,0.7087817586732438,0.875128497953699
MMP0947,xs,-0.4385050818541754,-0.5151545234659557,0.07664944161178028,3,3,0.9338132391193532,0.9719690488898215
MMP0952,xs,-0.40698013240715064,-1.0643572984784748,0.6573771660713241,3,3,0.30388101356401914,0.642408142203149
MMP0955,xs,-2.411930543469175,-2.43953425868063,0.027603715211454993,2,3,0.9838723873353515,0.9942854499691274
MMP0959,xs,0.7175800751321791,0.8826359550075906,-0.16505587987541148,2,2,0.6042715934543632,0.8158087900471738
MMP0961,xs,1.647395898274391,3.3029833242775783,-1.6555874260031873,3,3,0.04077003916062905,0.36509971521511836
MMP0965,xs,-0.4318231306916078,-0.3322248944416396,-0.09959823624996822,3,3,0.8937125513627564,0.9538189081798767
MMP0966,xs,0.7465328292321739,-0.6420951175772989,1.3886279468094727,3,3,0.13845637849495074,0.49874569246135775
MMP0968,xs,0.1807866310232165,0.832868118560281,-0.6520814875370645,3,2,0.7048099171494562,0.8746155286320016
MMP0971,xs,-0.01572683479240705,-0.33222489387745036,0.3164980590850433,3,3,0.33590896966894473,0.6663112349170871
MMP0975,xs,1.2663621578548199,-1.7864149197868653,3.052777077641685,3,3,0.0034950558288838244,0.17931297369025614
MMP0978,xs,0.6357686548611953,0.7985475802478298,-0.16277892538663452,3,3,0.8258613629389804,0.9282770589932022
MMP0979,xs,0.39880692912410326,1.1568259910441112,-0.758019061920008,3,3,0.22711506022584074,0.5870942519691559
MMP0980,xs,0.22285452305981554,-0.31858544522060134,0.5414399682804169,3,3,0.2851529337177686,0.6244978276895928
MMP0981,xs,0.6819688905993315,-0.42666463994703663,1.1086335305463682,3,3,0.03113904306171816,0.3447062970954905
MMP0982,xs,0.6263811374021431,-0.0941430554612707,0.7205241928634137,3,3,0.6363978956985092,0.833603738885192
MMP0983,xs,0.6930306351179046,0.2994948629154859,0.39353577220241875,3,3,0.38034022290395564,0.6866212075309207
MMP0984,xs,0.28143640657404506,0.1158737414370757,0.16556266513696938,3,3,0.8415822432283568,0.9370771137082214
MMP0985,xs,0.19413976673633315,0.4744842131357318,-0.28034444639939865,3,3,0.6918160474906265,0.8629870283130496
MMP0989,xs,-1.2724324674317982,-2.3441194079241616,1.0716869404923635,3,2,0.4087324249252852,0.6970241541246932
MMP1002,xs,0.9204672556809584,0.5091292863189689,0.4113379693619895,3,2,0.16777377146010242,0.5203645402292327
MMP1003,xs,0.14766137188391176,0.7632027384412607,-0.615541366557349,3,2,0.3105702135199042,0.6479137213087657
MMP1007,xs,1.2003707314335328,1.3289940545487153,-0.12862332311518254,2,1,,
MMP1011,xs,0.2102472772433027,-0.3876158497104973,0.5978631269538,3,3,0.2616402106853898,0.6116337872678139
MMP1013,xs,0.6607281459486426,0.6555617545253902,0.00516639142325237,3,3,0.9823843326466035,0.9942854499691274
MMP1014,xs,-0.117161344232749,0.6406464897093943,-0.7578078339421433,1,2,,
MMP1015,xs,1.654881706625557,0.09870235585076141,1.5561793507747956,3,3,0.043042090916040526,0.36509971521511836
MMP1016,xs,1.6339819729799172,1.0957284576625164,0.5382535153174008,3,3,0.37060772544687004,0.6856893815323692
MMP1017,xs,0.3365064884918206,-0.6556424464710974,0.992148934962918,3,3,0.0649092013497213,0.4027699160675014
MMP1018,xs,0.2410396945712274,0.9946243178598563,-0.7535846232886289,3,3,0.2768156094035907,0.6188395147867801
MMP1021,xs,1.432063959891143,-0.570809341797099,2.002873301688242,3,2,0.24716398143309282,0.6030692049332739
MMP1026,xs,-0.585033252186602,0.26687552506861667,-0.8519087772552186,3,3,0.012543681339231377,0.2823786868924645
MMP1029,xs,-0.6397111009985519,-0.15183476112471225,-0.4878763398738396,3,2,0.5118431022729437,0.7581154460694668
MMP1031,xs,-0.13284243622489617,-0.5889675764573277,0.4561251402324315,3,3,0.3028970122591313,0.642408142203149
MMP1032,xs,-0.5107432347644479,0.19274471817612157,-0.7034879529405695,3,3,0.103538932867422,0.4648811461820055
MMP1033,xs,0.27894446217888746,1.7440480027704968,-1.4651035405916093,2,3,0.14790258692211786,0.5083814565552824
MMP1036,xs,0.4153475000794087,0.9628942510775236,-0.5475467509981149,3,3,0.37330403312764315,0.6856893815323692
MMP1038,xs,-1.058944749212647,-1.698736784946863,0.6397920357342162,3,3,0.19766282325188633,0.5517596483445959
MMP1039,xs,-0.837171783714374,-1.1671258701510616,0.32995408643668767,3,3,0.20754878232117674,0.566422029760286
MMP1041,xs,-0.12257792700750647,-0.8740930559596661,0.7515151289521597,3,3,0.49293079384211297,0.7455578256861959
MMP1042,xs,-0.9353818941716722,-0.998065132868021,0.06268323869634884,3,3,0.7826366289011626,0.9071948778200086
MMP1043,xs,-0.9741538668103099,-1.5817119717553059,0.607558104944996,3,3,0.5676111392728072,0.7939993971330598
MMP1044,xs,0.24328349122922063,-0.906961173950222,1.1502446651794427,3,3,0.137113418180568,0.49874569246135775
MMP1045,xs,-0.37339812735511096,-1.317741966835265,0.944343839480154,3,3,0.024177934623383034,0.33057766752354173
MMP1046,xs,-0.8669808255931487,-0.975428450695793,0.10844762510264427,3,3,0.788883158921441,0.9112636012362231
MMP1047,xs,-0.3539967908289985,-0.8416845512673685,0.48768776043837003,3,3,0.4402668767844595,0.7155564213461237
MMP1050,xs,-0.11933723186522878,-0.2838167077601101,0.16447947589488132,3,3,0.6234378714744113,0.8244369666492215
MMP1053,xs,0.09094251570032448,-0.18900167329513595,0.2799441889954604,3,3,0.6599736958248081,0.8435294849172548
MMP1054,xs,0.5443620155929331,-0.5246387149011448,1.0690007304940778,3,3,0.23855945057665637,0.5988569112476968
MMP1056,xs,0.15664614797537318,-0.4706127395677939,0.627258887543167,2,1,,
MMP1063,xs,0.2398225524038299,0.39870375883687403,-0.15888120643304413,3,3,0.654219680146179,0.8413122097107453
MMP1064,xs,-0.5985427252648235,-0.15183476056551465,-0.4467079646993089,3,2,0.5744239090291194,0.8012137520751983
MMP1066,xs,0.6671365200040333,0.14064648905950722,0.5264900309445262,3,2,0.6307280412145186,0.8288500337856328
MMP1069,xs,-0.8214392874563288,0.9139565554612908,-1.7353958429176197,2,1,,
MMP1070,xs,-0.09059251831605127,0.0071923411307449475,-0.09778485944679621,3,3,0.8901441235603327,0.9529120474303039
MMP1071,xs,2.5055616834933487,0.32899405397445664,2.176567629518892,3,1,,
MMP1072,xs,-0.4477125800417902,0.25184270046328744,-0.6995552805050776,2,2,0.6358252146541554,0.833603738885192
MMP1075,xs,-0.3277717311923917,-0.08604344530438725,-0.2417282858880045,1,1,,
MMP1091,xs,0.1646207809146862,0.9935350805051445,-0.8289142995904583,3,3,0.40557917277992667,0.6970241541246932
MMP1094,xs,-0.40353494031285203,-0.08080837262868734,-0.3227265676841647,3,3,0.34284869043911964,0.6746183533151217
MMP1101,xs,-0.29046130351395805,-0.2384628567755378,-0.051998446738420245,3,3,0.9625140750082837,0.9879497059134935
MMP1105,xs,0.2467028833389892,-0.8681190861305116,1.1148219694695007,2,3,0.4732072707334333,0.7317326486740631
MMP1113,xs,0.05524299958646791,-0.604974748776692,0.6602177483631599,3,3,0.3161433387140704,0.6515109717456443
MMP1114,xs,0.2633443016793566,-0.6710059460255433,0.9343502477048999,2,1,,
MMP1115,xs,-0.09211487552410162,1.2898579762135307,-1.3819728517376324,3,3,0.12172193624935483,0.47510820277973986
MMP1116,xs,-0.05203638112215752,-0.05039487699427451,-0.0016415041278830117,3,3,0.9926549369445217,0.9988461319774398
MMP1122,xs,-0.1728656682214839,-1.1704159513731442,0.9975502831516604,3,3,0.17582110524729289,0.5269189779547353
MMP1129,xs,-0.9873853685392795,-1.5603909533230045,0.573005584783725,2,3,0.7056557106008194,0.8746155286320016
MMP1131,xs,0.6892305804510767,0.12534936892085907,0.5638812115302176,3,2,0.6700544262409358,0.8456488717095513
MMP1133,xs,-0.7410496424116793,-0.31279880856839337,-0.4282508338432859,3,2,0.7297159966201932,0.8851692791082042
MMP1134,xs,2.020960949245506,0.14064648923586578,1.88031446000964,2,2,0.03459701698326662,0.3447062970954905
MMP1135,xs,1.4545103015412053,-0.040638550216832214,1.4951488517580376,2,2,0.4067573811932105,0.6970241541246932
MMP1136,xs,0.6429794746472101,0.14691020999592336,0.4960692646512867,3,3,0.18303582928257883,0.5402226732322337
MMP1137,xs,1.3177324206018712,1.3481652397216146,-0.03043281911974338,3,2,0.9803241900792967,0.9942854499691274
MMP1138,xs,0.6595959930204488,-0.25915690734886027,0.9187529003693091,3,2,0.23941903373229198,0.5988569112476968
MMP1145,xs,0.3002525699633055,1.382635955398924,-1.0823833854356186,2,2,0.3352971485912508,0.6663112349170871
MMP1146,xs,0.17640359214702717,-1.5037492827073382,1.6801528748543655,2,3,0.333896411884411,0.6651215319706872
MMP1148,xs,-0.01054059588331068,0.12590694418221507,-0.13644754006552576,2,3,0.8793146602479609,0.9491644270166828
MMP1149,xs,1.2134855214809293,-0.38886656147561416,1.6023520829565434,3,3,0.21151712815119142,0.5698735632294261
MMP1150,xs,-0.80824951570725,-2.6987367798770467,1.8904872641697967,2,3,0.25247125279936705,0.6049311205687805
MMP1151,xs,-0.9778100790466215,-1.6326635773422764,0.6548534982956549,3,1,,
MMP1152,xs,-1.4690718178593214,0.27022674689623766,-1.739298564755559,2,3,0.12054713917299296,0.4738735419266015
MMP1153,xs,-0.17942144131443608,-0.28335196302300475,0.10393052170856867,3,2,0.8314067894412036,0.9322667885297318
MMP1154,xs,1.2343781085636867,3.07788104922572,-1.8435029406620334,3,2,0.028909506840118216,0.3447062970954905
MMP1155,xs,1.5264864531622981,3.492301414225547,-1.965814961063249,3,3,0.007406502252198228,0.24824890207745284
MMP1156,xs,0.4168811600036477,0.24971463936932037,0.16716652063432735,3,3,0.7226645610961864,0.8810318578603381
MMP1157,xs,-0.6148451031156562,0.7108694450460615,-1.3257145481617179,1,3,,
MMP1158,xs,1.0704860785853214,-1.0631065862413749,2.133592664826696,3,3,0.03550523382023729,0.34716228624232015
MMP1161,xs,-1.6691011371778475,0.7216719075639094,-2.390773044741757,2,2,0.15697166310551872,0.5137775554521208
MMP1166,xs,-0.898828910552511,-1.1518347616839097,0.25300585113139873,3,2,0.8109522919806444,0.9235315513379574
MMP1167,xs,0.2537993503797688,1.9139565546956128,-1.660157204315844,3,1,,
